,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
2487,George Cukor,Rex Harrison,Drama Family Musical Romance,Jeremy Brett,My Fair Lady,Theodore Bikel,George Cukor Rex Harrison Drama Family Musical Romance Jeremy Brett Theodore Bikel
2488,Jim Gillespie,Sarah Michelle Gellar,Horror Mystery Thriller,Muse Watson,I Know What You Did Last Summer,Anne Heche,Jim Gillespie Sarah Michelle Gellar Horror Mystery Thriller Muse Watson Anne Heche
2489,Luke Greenfield,Damon Wayans Jr.,Comedy,Rob Riggle,Let's Be Cops,James D'Arcy,Luke Greenfield Damon Wayans Jr. Comedy Rob Riggle James D'Arcy
2490,Alexander Payne,Patrick Gallagher,Adventure Comedy Drama Romance,Virginia Madsen,Sideways,M.C. Gainey,Alexander Payne Patrick Gallagher Adventure Comedy Drama Romance Virginia Madsen M.C. Gainey
2491,Jay Chandrasekhar,Owain Yeoman,Comedy,Chris Moss,Beerfest,Jay Chandrasekhar,Jay Chandrasekhar Owain Yeoman Comedy Chris Moss Jay Chandrasekhar
2492,John Carpenter,Donald Pleasence,Horror Thriller,Jamie Lee Curtis,Halloween,P.J. Soles,John Carpenter Donald Pleasence Horror Thriller Jamie Lee Curtis P.J. Soles
2493,Yimou Zhang,Tony Chiu Wai Leung,Action Adventure History,Jet Li,Hero,Maggie Cheung,Yimou Zhang Tony Chiu Wai Leung Action Adventure History Jet Li Maggie Cheung
2494,John Hoffman,Molly Shannon,Comedy Drama Family Fantasy Sci-Fi,Liam Aiken,Good Boy!,Kevin Nealon,John Hoffman Molly Shannon Comedy Drama Family Fantasy Sci-Fi Liam Aiken Kevin Nealon
2495,Malcolm D. Lee,Sanaa Lathan,Comedy Drama,Harold Perrineau,The Best Man Holiday,Eddie Cibrian,Malcolm D. Lee Sanaa Lathan Comedy Drama Harold Perrineau Eddie Cibrian
2496,Joe Carnahan,Common,Action Crime Drama Thriller,Ryan Reynolds,Smokin' Aces,Alex Rocco,Joe Carnahan Common Action Crime Drama Thriller Ryan Reynolds Alex Rocco
2497,Kevin Greutert,Gina Holden,Horror Mystery,Costas Mandylor,Saw 3D: The Final Chapter,Betsy Russell,Kevin Greutert Gina Holden Horror Mystery Costas Mandylor Betsy Russell
2498,Michael Lehmann,Vinessa Shaw,Comedy Romance,Emmanuelle Vaugier,40 Days and 40 Nights,Paulo Costanzo,Michael Lehmann Vinessa Shaw Comedy Romance Emmanuelle Vaugier Paulo Costanzo
2499,Joseph Kosinski,Olivia Wilde,Action Adventure Sci-Fi,Jeff Bridges,TRON: Legacy,James Frain,Joseph Kosinski Olivia Wilde Action Adventure Sci-Fi Jeff Bridges James Frain
2500,John Fortenberry,Chris Kattan,Comedy Music Romance,Will Ferrell,A Night at the Roxbury,Dan Hedaya,John Fortenberry Chris Kattan Comedy Music Romance Will Ferrell Dan Hedaya
2501,Daniel Barnz,Mary-Kate Olsen,Drama Fantasy Romance,Alex Pettyfer,Beastly,Erik Knudsen,Daniel Barnz Mary-Kate Olsen Drama Fantasy Romance Alex Pettyfer Erik Knudsen
2502,Alexandre Aja,Greg Nicotero,Horror,Dan Byrd,The Hills Have Eyes,Vinessa Shaw,Alexandre Aja Greg Nicotero Horror Dan Byrd Vinessa Shaw
2503,Sam Weisman,Jenna Boyd,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star,Mary McCormack,Sam Weisman Jenna Boyd Comedy Kevin Grevioux Mary McCormack
2504,Niki Caro,Valente Rodriguez,Biography Drama Sport,Morgan Saylor,"McFarland, USA",Diana Maria Riva,Niki Caro Valente Rodriguez Biography Drama Sport Morgan Saylor Diana Maria Riva
2505,Erik White,Loretta Devine,Comedy,Brandon T. Jackson,Lottery Ticket,Shad Moss,Erik White Loretta Devine Comedy Brandon T. Jackson Shad Moss
2506,Chris Robinson,Adam Boyer,Comedy Crime Drama Music Romance,T.I.,ATL,Malika,Chris Robinson Adam Boyer Comedy Crime Drama Music Romance T.I. Malika
2507,Jason Moore,Hana Mae Lee,Comedy Music Romance,Anna Kendrick,Pitch Perfect,Ben Platt,Jason Moore Hana Mae Lee Comedy Music Romance Anna Kendrick Ben Platt
2508,Michael Tollin,Brian Dennehy,Comedy Drama Romance Sport,Marc Blucas,Summer Catch,Bruce Davison,Michael Tollin Brian Dennehy Comedy Drama Romance Sport Marc Blucas Bruce Davison
2509,Sam Raimi,Bridget Fonda,Crime Drama Thriller,Gary Cole,A Simple Plan,Chelcie Ross,Sam Raimi Bridget Fonda Crime Drama Thriller Gary Cole Chelcie Ross
2510,Robert Harmon,Ethan Embry,Horror Mystery Thriller,Alexander Gould,They,Marc Blucas,Robert Harmon Ethan Embry Horror Mystery Thriller Alexander Gould Marc Blucas
2511,Trent Cooper,Larry the Cable Guy,Comedy Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector,Megyn Price,Trent Cooper Larry the Cable Guy Comedy Romance Thomas F. Wilson Megyn Price
2512,Gary Halvorson,Kevin Clash,Adventure Comedy Family Fantasy Musical,Vanessa Williams,The Adventures of Elmo in Grouchland,Caroll Spinney,Gary Halvorson Kevin Clash Adventure Comedy Family Fantasy Musical Vanessa Williams Caroll Spinney
2513,Antoine Fuqua,Lili Taylor,Crime Drama Thriller,Don Cheadle,Brooklyn's Finest,Armando Riesco,Antoine Fuqua Lili Taylor Crime Drama Thriller Don Cheadle Armando Riesco
2514,Nicholas Ray,David Niven,Action Adventure Drama History War,Ava Gardner,55 Days at Peking,John Ireland,Nicholas Ray David Niven Action Adventure Drama History War Ava Gardner John Ireland
2515,Fede Alvarez,Elizabeth Blackmore,Horror,Lou Taylor Pucci,Evil Dead,Ellen Sandweiss,Fede Alvarez Elizabeth Blackmore Horror Lou Taylor Pucci Ellen Sandweiss
2516,Donald Petrie,Harland Williams,Comedy Romance,Nia Vardalos,My Life in Ruins,Rachel Dratch,Donald Petrie Harland Williams Comedy Romance Nia Vardalos Rachel Dratch
2517,Paul Weitz,Dennis Quaid,Comedy Music,Judy Greer,American Dreamz,Chris Klein,Paul Weitz Dennis Quaid Comedy Music Judy Greer Chris Klein
2518,Sidney J. Furie,Margot Kidder,Action Adventure Family Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace,William Hootkins,Sidney J. Furie Margot Kidder Action Adventure Family Sci-Fi Jim Broadbent William Hootkins
2519,Ian Iqbal Rashid,Clé Bennett,Drama,DeRay Davis,How She Move,Conrad Coates,Ian Iqbal Rashid Clé Bennett Drama DeRay Davis Conrad Coates
2520,Wayne Kramer,Chazz Palminteri,Action Crime Drama Thriller,Paul Walker,Running Scared,Ivana Milicevic,Wayne Kramer Chazz Palminteri Action Crime Drama Thriller Paul Walker Ivana Milicevic
2521,Rowdy Herrington,Jeremy Northam,Biography Drama Romance Sport,Aidan Quinn,Bobby Jones: Stroke of Genius,Paul Freeman,Rowdy Herrington Jeremy Northam Biography Drama Romance Sport Aidan Quinn Paul Freeman
2522,Jim Goddard,Paul Freeman,Adventure Crime Drama Romance,Victor Wong,Shanghai Surprise,Clyde Kusatsu,Jim Goddard Paul Freeman Adventure Crime Drama Romance Victor Wong Clyde Kusatsu
2523,Neil Burger,Eddie Marsan,Drama Mystery Romance Thriller,Rufus Sewell,The Illusionist,Jake Wood,Neil Burger Eddie Marsan Drama Mystery Romance Thriller Rufus Sewell Jake Wood
2524,Noel Marshall,Melanie Griffith,Adventure Horror Thriller,Tippi Hedren,Roar,Zakes Mokae,Noel Marshall Melanie Griffith Adventure Horror Thriller Tippi Hedren Zakes Mokae
2525,Joel Schumacher,David Murray,Biography Crime Drama Thriller,Brenda Fricker,Veronica Guerin,Gerard McSorley,Joel Schumacher David Murray Biography Crime Drama Thriller Brenda Fricker Gerard McSorley
2526,Andrea Di Stefano,Brady Corbet,Crime Drama Romance Thriller,Josh Hutcherson,Escobar: Paradise Lost,Carlos Bardem,Andrea Di Stefano Brady Corbet Crime Drama Romance Thriller Josh Hutcherson Carlos Bardem
2527,Richard Kelly,Curtis Armstrong,Comedy Mystery Sci-Fi Thriller,Janeane Garofalo,Southland Tales,Chris Andrew Ciulla,Richard Kelly Curtis Armstrong Comedy Mystery Sci-Fi Thriller Janeane Garofalo Chris Andrew Ciulla
2528,Guillaume Ivernel,Jess Harnell,Adventure Animation Family Fantasy,Rob Paulsen,Dragon Hunters,Mary Mouser,Guillaume Ivernel Jess Harnell Adventure Animation Family Fantasy Rob Paulsen Mary Mouser
2529,Jack Smight,Jan-Michael Vincent,Sci-Fi,George Peppard,Damnation Alley,Paul Winfield,Jack Smight Jan-Michael Vincent Sci-Fi George Peppard Paul Winfield
2530,Todd Lincoln,Rick Gomez,Horror Thriller,Julianna Guill,The Apparition,Tim Williams,Todd Lincoln Rick Gomez Horror Thriller Julianna Guill Tim Williams
2531,Howard Zieff,Jamie Lee Curtis,Comedy Drama Family Romance,Macaulay Culkin,My Girl,Griffin Dunne,Howard Zieff Jamie Lee Curtis Comedy Drama Family Romance Macaulay Culkin Griffin Dunne
2532,Steven Shainberg,Ty Burrell,Biography Drama Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus,Matt Servitto,Steven Shainberg Ty Burrell Biography Drama Romance Robert Downey Jr. Matt Servitto
2533,Neil Burger,Eddie Marsan,Drama Mystery Romance Thriller,Rufus Sewell,The Illusionist,Jake Wood,Neil Burger Eddie Marsan Drama Mystery Romance Thriller Rufus Sewell Jake Wood
2534,Oliver Stone,Tamara Tunie,Crime Drama,Hal Holbrook,Wall Street,James Karen,Oliver Stone Tamara Tunie Crime Drama Hal Holbrook James Karen
2535,Ang Lee,Kate Winslet,Drama Romance,Alan Rickman,Sense and Sensibility,Tom Wilkinson,Ang Lee Kate Winslet Drama Romance Alan Rickman Tom Wilkinson
2536,Julian Jarrold,Julie Walters,Biography Drama Romance,Anne Hathaway,Becoming Jane,Laurence Fox,Julian Jarrold Julie Walters Biography Drama Romance Anne Hathaway Laurence Fox
2537,Joe Nussbaum,Matt Long,Comedy Romance,Danny Strong,Sydney White,Samm Levine,Joe Nussbaum Matt Long Comedy Romance Danny Strong Samm Levine
2538,Vadim Perelman,Kim Dickens,Drama,Frances Fisher,House of Sand and Fog,Ron Eldard,Vadim Perelman Kim Dickens Drama Frances Fisher Ron Eldard
2539,Peter Weir,Josh Charles,Comedy Drama,Robin Williams,Dead Poets Society,Kurtwood Smith,Peter Weir Josh Charles Comedy Drama Robin Williams Kurtwood Smith
2540,Peter Farrelly,Mike Starr,Comedy,Lauren Holly,Dumb & Dumber,Teri Garr,Peter Farrelly Mike Starr Comedy Lauren Holly Teri Garr
2541,Rob Reiner,Gretchen Palmer,Comedy Drama Romance,Bruno Kirby,When Harry Met Sally...,Harley Jane Kozak,Rob Reiner Gretchen Palmer Comedy Drama Romance Bruno Kirby Harley Jane Kozak
2542,Sidney Lumet,James Mason,Drama,Charlotte Rampling,The Verdict,Jack Warden,Sidney Lumet James Mason Drama Charlotte Rampling Jack Warden
2543,Todd Phillips,Rachel Blanchard,Comedy,Ethan Suplee,Road Trip,Paulo Costanzo,Todd Phillips Rachel Blanchard Comedy Ethan Suplee Paulo Costanzo
2544,Brian Robbins,Ron Lester,Comedy Drama Romance Sport,Paul Walker,Varsity Blues,Mark Walters,Brian Robbins Ron Lester Comedy Drama Romance Sport Paul Walker Mark Walters
2545,Michel Hazanavicius,Ed Lauter,Comedy Drama Romance,Bérénice Bejo,The Artist,Beth Grant,Michel Hazanavicius Ed Lauter Comedy Drama Romance Bérénice Bejo Beth Grant
2546,David S. Goyer,Atticus Shaffer,Drama Fantasy Horror Mystery Thriller,Gary Oldman,The Unborn,Rachel Brosnahan,David S. Goyer Atticus Shaffer Drama Fantasy Horror Mystery Thriller Gary Oldman Rachel Brosnahan
2547,Wes Anderson,Bill Murray,Adventure Comedy Drama Romance,Bruce Willis,Moonrise Kingdom,Bob Balaban,Wes Anderson Bill Murray Adventure Comedy Drama Romance Bruce Willis Bob Balaban
2548,Jonathan Liebesman,Jordana Brewster,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning,Lew Temple,Jonathan Liebesman Jordana Brewster Horror Matt Bomer Lew Temple
2549,Cyrus Nowrasteh,Vincent Walsh,Drama,Clive Russell,The Young Messiah,Finn Ireland,Cyrus Nowrasteh Vincent Walsh Drama Clive Russell Finn Ireland
2550,Perry Andelin Blake,Kenan Thompson,Comedy Family,Jennifer Esposito,The Master of Disguise,James Brolin,Perry Andelin Blake Kenan Thompson Comedy Family Jennifer Esposito James Brolin
2551,Guillermo del Toro,Maribel Verdú,Drama Fantasy War,Ivana Baquero,Pan's Labyrinth,Sergi López,Guillermo del Toro Maribel Verdú Drama Fantasy War Ivana Baquero Sergi López
2553,John Whitesell,Angus T. Jones,Action Comedy Crime Family,Leslie Bibb,See Spot Run,Paul Sorvino,John Whitesell Angus T. Jones Action Comedy Crime Family Leslie Bibb Paul Sorvino
2554,John Singleton,Snoop Dogg,Crime Drama Romance Thriller,Mo'Nique,Baby Boy,Angell Conwell,John Singleton Snoop Dogg Crime Drama Romance Thriller Mo'Nique Angell Conwell
2555,Christian E. Christiansen,Danneel Ackles,Drama Horror Thriller,Leighton Meester,The Roommate,Frances Fisher,Christian E. Christiansen Danneel Ackles Drama Horror Thriller Leighton Meester Frances Fisher
2556,Dennie Gordon,Erik Per Sullivan,Adventure Comedy Drama,Brittany Daniel,Joe Dirt,Fred Ward,Dennie Gordon Erik Per Sullivan Adventure Comedy Drama Brittany Daniel Fred Ward
2557,Sheldon Lettich,Alonna Shaw,Action Crime,Bolo Yeung,Double Impact,Kamel Krifa,Sheldon Lettich Alonna Shaw Action Crime Bolo Yeung Kamel Krifa
2558,Edgar Wright,Joe Cornish,Action Comedy Mystery,Bill Bailey,Hot Fuzz,Billie Whitelaw,Edgar Wright Joe Cornish Action Comedy Mystery Bill Bailey Billie Whitelaw
2559,Diane English,Debi Mazar,Comedy Drama,Jada Pinkett Smith,The Women,Debra Messing,Diane English Debi Mazar Comedy Drama Jada Pinkett Smith Debra Messing
2560,Woody Allen,Kevin Dunn,Drama Romance,Scarlett Johansson,Vicky Cristina Barcelona,Christopher Evan Welch,Woody Allen Kevin Dunn Drama Romance Scarlett Johansson Christopher Evan Welch
2561,Peter Flinth,Michael Nyqvist,Action Adventure Drama Romance War,Gustaf Skarsgård,Arn: The Knight Templar,Vincent Perez,Peter Flinth Michael Nyqvist Action Adventure Drama Romance War Gustaf Skarsgård Vincent Perez
2562,Jon Lucas,Jay Hernandez,Comedy,Mila Kunis,Bad Moms,Jada Pinkett Smith,Jon Lucas Jay Hernandez Comedy Mila Kunis Jada Pinkett Smith
2563,Robert Iscove,Amanda Detmer,Comedy Drama Romance,Alyson Hannigan,Boys and Girls,Tsianina Joelson,Robert Iscove Amanda Detmer Comedy Drama Romance Alyson Hannigan Tsianina Joelson
2564,Peter Kosminsky,Cole Hauser,Drama,Patrick Fugit,White Oleander,Marc Donato,Peter Kosminsky Cole Hauser Drama Patrick Fugit Marc Donato
2565,Karyn Kusama,Amy Sedaris,Comedy Fantasy Horror,J.K. Simmons,Jennifer's Body,Cynthia Stevenson,Karyn Kusama Amy Sedaris Comedy Fantasy Horror J.K. Simmons Cynthia Stevenson
2566,Nick Gomez,Jamie Lee Curtis,Comedy Crime Mystery,Will Ferrell,Drowning Mona,Tracey Walter,Nick Gomez Jamie Lee Curtis Comedy Crime Mystery Will Ferrell Tracey Walter
2567,Woody Allen,Don Pardo,Comedy,Mike Starr,Radio Days,Julie Kavner,Woody Allen Don Pardo Comedy Mike Starr Julie Kavner
2568,Vic Armstrong,Lea Thompson,Action Drama Fantasy Mystery Thriller,Nicolas Cage,Left Behind,Quinton Aaron,Vic Armstrong Lea Thompson Action Drama Fantasy Mystery Thriller Nicolas Cage Quinton Aaron
2569,Allen Coulter,Lena Olin,Drama Romance,Robert Pattinson,Remember Me,Ruby Jerins,Allen Coulter Lena Olin Drama Romance Robert Pattinson Ruby Jerins
2570,Clare Kilner,Alexandra Holden,Comedy Drama Romance,Dylan Baker,How to Deal,Trent Ford,Clare Kilner Alexandra Holden Comedy Drama Romance Dylan Baker Trent Ford
2571,Richard Benjamin,Alyson Hannigan,Comedy Romance Sci-Fi,Jon Lovitz,My Stepmother Is an Alien,Tony Jay,Richard Benjamin Alyson Hannigan Comedy Romance Sci-Fi Jon Lovitz Tony Jay
2572,Jonathan Demme,Tom Hanks,Drama,Denzel Washington,Philadelphia,Jason Robards,Jonathan Demme Tom Hanks Drama Denzel Washington Jason Robards
2573,Josef Rusnak,Craig Bierko,Mystery Sci-Fi Thriller,Gretchen Mol,The Thirteenth Floor,Brad William Henke,Josef Rusnak Craig Bierko Mystery Sci-Fi Thriller Gretchen Mol Brad William Henke
2574,Lance Rivera,Vincent Pastore,Comedy,Farrah Fawcett,The Cookout,Jenifer Lewis,Lance Rivera Vincent Pastore Comedy Farrah Fawcett Jenifer Lewis
2575,Ronald Neame,Karl Malden,Action Drama Sci-Fi Thriller,Martin Landau,Meteor,Brian Keith,Ronald Neame Karl Malden Action Drama Sci-Fi Thriller Martin Landau Brian Keith
2576,Bruce Paltrow,Marian Seldes,Comedy Drama Music,Lochlyn Munro,Duets,Huey Lewis,Bruce Paltrow Marian Seldes Comedy Drama Music Lochlyn Munro Huey Lewis
2577,Woody Allen,Debra Messing,Comedy Romance,Woody Allen,Hollywood Ending,Treat Williams,Woody Allen Debra Messing Comedy Romance Woody Allen Treat Williams
2578,Adam Rifkin,Lin Shaye,Comedy Music,Natasha Lyonne,Detroit Rock City,Shannon Tweed,Adam Rifkin Lin Shaye Comedy Music Natasha Lyonne Shannon Tweed
2579,Russell Mulcahy,Jon Polito,Action Adventure Fantasy,Christopher Lambert,Highlander,Celia Imrie,Russell Mulcahy Jon Polito Action Adventure Fantasy Christopher Lambert Celia Imrie
2580,Susanne Bier,Omar Benson Miller,Drama,Alison Lohman,Things We Lost in the Fire,Robin Weigert,Susanne Bier Omar Benson Miller Drama Alison Lohman Robin Weigert
2581,Kenneth Johnson,Annabeth Gish,Action Crime Sci-Fi,Charles Napier,Steel,Hill Harper,Kenneth Johnson Annabeth Gish Action Crime Sci-Fi Charles Napier Hill Harper
2582,James Gray,Dagmara Dominczyk,Drama Romance,Jeremy Renner,The Immigrant,Angela Sarafyan,James Gray Dagmara Dominczyk Drama Romance Jeremy Renner Angela Sarafyan
2583,James Ivory,Natasha Richardson,Drama History Romance War,Vanessa Redgrave,The White Countess,Lynn Redgrave,James Ivory Natasha Richardson Drama History Romance War Vanessa Redgrave Lynn Redgrave
2584,Danny Boyle,Spencer Wilding,Crime Drama Mystery Thriller,Rosario Dawson,Trance,Tuppence Middleton,Danny Boyle Spencer Wilding Crime Drama Mystery Thriller Rosario Dawson Tuppence Middleton
2585,Jessy Terrero,Snoop Dogg,Comedy,Mo'Nique,Soul Plane,Tom Arnold,Jessy Terrero Snoop Dogg Comedy Mo'Nique Tom Arnold
2586,Dany Boon,Kad Merad,Comedy Romance,Dany Boon,Welcome to the Sticks,Michel Galabru,Dany Boon Kad Merad Comedy Romance Dany Boon Michel Galabru
2587,Vicente Amorim,Jodie Whittaker,Drama Romance War,Viggo Mortensen,Good,Steven Mackintosh,Vicente Amorim Jodie Whittaker Drama Romance War Viggo Mortensen Steven Mackintosh
2588,Gaspar Noé,Emily Alyn Lind,Drama Fantasy,Paz de la Huerta,Enter the Void,Olly Alexander,Gaspar Noé Emily Alyn Lind Drama Fantasy Paz de la Huerta Olly Alexander
2589,Amy Heckerling,Justin Kirk,Comedy Horror Romance,Taylor Negron,Vamps,Ivan Sergei,Amy Heckerling Justin Kirk Comedy Horror Romance Taylor Negron Ivan Sergei
2590,Lasse Hallström,Sarah Roemer,Drama Family,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale,Joan Allen,Lasse Hallström Sarah Roemer Drama Family Cary-Hiroyuki Tagawa Joan Allen
2591,Jérôme Salle,Tanya van Graan,Crime Drama Thriller,Orlando Bloom,Zulu,Conrad Kemp,Jérôme Salle Tanya van Graan Crime Drama Thriller Orlando Bloom Conrad Kemp
2592,Tommy Lee Jones,Tim Blake Nelson,Drama Western,Barry Corbin,The Homesman,Miranda Otto,Tommy Lee Jones Tim Blake Nelson Drama Western Barry Corbin Miranda Otto
2593,Jesse Vaughan,Jenifer Lewis,Comedy Drama Romance Sport,Vivica A. Fox,Juwanna Mann,Kevin Pollak,Jesse Vaughan Jenifer Lewis Comedy Drama Romance Sport Vivica A. Fox Kevin Pollak
2595,Atom Egoyan,Marie-Josée Croze,Drama War,David Alpay,Ararat,Charles Aznavour,Atom Egoyan Marie-Josée Croze Drama War David Alpay Charles Aznavour
2596,William Bindley,Jake Lloyd,Drama Sport,Bruce Dern,Madison,William Shockley,William Bindley Jake Lloyd Drama Sport Bruce Dern William Shockley
2597,Wayne Beach,LL Cool J,Drama Mystery Thriller,Mekhi Phifer,Slow Burn,Fisher Stevens,Wayne Beach LL Cool J Drama Mystery Thriller Mekhi Phifer Fisher Stevens
2598,Gérard Krawczyk,Ryôko Hirosue,Action Comedy Crime Drama Thriller,Carole Bouquet,Wasabi,Michel Muller,Gérard Krawczyk Ryôko Hirosue Action Comedy Crime Drama Thriller Carole Bouquet Michel Muller
2599,James Gunn,Gregg Henry,Comedy Horror Sci-Fi,Dustin Milligan,Slither,Tania Saulnier,James Gunn Gregg Henry Comedy Horror Sci-Fi Dustin Milligan Tania Saulnier
2600,Martin Brest,Ronny Cox,Action Comedy Crime,Judge Reinhold,Beverly Hills Cop,James Russo,Martin Brest Ronny Cox Action Comedy Crime Judge Reinhold James Russo
2601,Chris Columbus,Devin Ratray,Comedy Family,Macaulay Culkin,Home Alone,Catherine O'Hara,Chris Columbus Devin Ratray Comedy Family Macaulay Culkin Catherine O'Hara
2602,Leonard Nimoy,Ted Danson,Comedy Drama Family,Tom Selleck,3 Men and a Baby,Steve Guttenberg,Leonard Nimoy Ted Danson Comedy Drama Family Tom Selleck Steve Guttenberg
2603,Sydney Pollack,Sydney Pollack,Comedy Drama Romance,Bill Murray,Tootsie,Teri Garr,Sydney Pollack Sydney Pollack Comedy Drama Romance Bill Murray Teri Garr
2604,Tony Scott,Tom Skerritt,Action Drama Romance,Tom Cruise,Top Gun,Adrian Pasdar,Tony Scott Tom Skerritt Action Drama Romance Tom Cruise Adrian Pasdar
